Rank,Name,Platform,release_date,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,controller_support,new_rating,new_rating_source
14018,Shanghai: True Valor,ps,1998,Puzzle,Activision,0.01,0.01,0,0,0.02,,,
14019,Gift: Prism,ps2,2006,Adventure,Sweets,0,0,0.02,0,0.02,,,
14020,River City Ransom,nes,1989,,,,,,,0.02,,3,pre-1994
14021,Urakata Hakuoki,psp,2013,Adventure,Idea Factory,0,0,0.02,0,0.02,,,
14022,Okashi na Shima no Peter Pan: Sweet Never Land,psp,2011,Adventure,Quinrose,0,0,0.02,0,0.02,,,
14023,Backyard NFL Football,ds,2007,Sports,Atari,0.02,0,0,0,0.02,,,
14024,Kensei: Sacred Fist,ps,1997,Fighting,Konami Digital Entertainment,0.01,0.01,0,0,0.02,,,
14025,Future Tactics: The Uprising,gc,2004,Strategy,JoWood Productions,0.02,0,0,0,0.02,,,
14026,Are You Alice?,psp,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,,,
14027,Bionic Commando,nes,1988,,,,,,,0.02,,3,pre-1994
14028,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",ds,2008,Misc,D3Publisher,0,0,0.02,0,0.02,,,
14029,Volleyball,nes,1986,,,,,,,0.02,,3,pre-1994
14030,Mach Rider,nes,1985,,,,,,,0.02,,3,pre-1994
14031,Balloon Fight,nes,1984,,,,,,,0.02,,3,pre-1994
14032,Urban Champion,nes,1984,,,,,,,0.02,,3,pre-1994
14033,Pro Wrestling,nes,1986,,,,,,,0.02,,3,pre-1994
14034,Rad Racer II,nes,1990,,,,,,,0.02,,3,pre-1994
14035,Rad Racer,nes,1987,,,,,,,0.02,,3,pre-1994
14036,Life Force,nes,1986,,,,,,,0.02,,3,pre-1994
14037,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,psp,2010,Adventure,Prototype,0,0,0.02,0,0.02,,,
14038,Penguins of Madagascar,wii,2014,Action,Namco Bandai Games,0,0.02,0,0,0.02,FALSE,3,PEGI
14039,Wangan Midnight Portable,psp,2007,Racing,Genki,0,0,0.02,0,0.02,,,
14040,Wii de Asobu: Metroid Prime,wii,,Shooter,Nintendo,0,0,0.02,0,0.02,FALSE,,
14041,Payout Poker & Casino,psp,,Misc,Unknown,0.02,0,0,0,0.02,,,
14042,Bust-A-Move,3do,1994,Puzzle,Micro Cabin,0,0,0.02,0,0.02,,3,manual
14043,Bugriders: The Race of Kings,ps,1997,Racing,GT Interactive,0.01,0.01,0,0,0.02,,,
14044,Carnage Heart EXA,psp,2010,Strategy,ArtDink,0,0,0.02,0,0.02,,12,PEGI
14045,Bomberman Story DS,ds,2007,Role-Playing,Rising Star Games,0,0,0.02,0,0.02,,3,PEGI
14046,Colin McRae Rally 2.0,gba,2002,Racing,Codemasters,0.02,0.01,0,0,0.02,,3,manual
14047,Bomberman Fantasy Race,ps,1998,Racing,Virgin Interactive,0.01,0.01,0,0,0.02,,,
14048,Total Overdose: A Gunslinger's Tale in Mexico,xb,2005,Shooter,Eidos Interactive,0.02,0.01,0,0,0.02,,,
14049,AMF Xtreme Bowling,ps2,2006,Sports,Mastertronic,0.01,0.01,0,0,0.02,,,
14050,Ty the Tasmanian Tiger 3: Night of the Quinkan,xb,2005,Action,Zoo Digital Publishing,0.02,0.01,0,0,0.02,,,
14051,O.M.G. 26 - Our Mini Games,ds,2007,Puzzle,505 Games,0.02,0,0,0,0.02,,,
14052,Diabolik Lovers: Vandead Carnival,psv,2014,Action,Idea Factory,0,0,0.02,0,0.02,,,
14053,Cross Ange: Tenshi to Ryuu no Rondo tr.,psv,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,
14054,Canvas 2,ps2,2006,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,,,
14055,Memories Off: Sorekara Again,ps2,2006,Adventure,KID,0,0,0.02,0,0.02,,,
14056,Kuusen II,ps2,2004,Simulation,Kadokawa Shoten,0,0,0.02,0,0.02,,,
14057,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,ps3,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,
14058,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,wii,2008,Sports,Hudson Soft,0,0,0.02,0,0.02,FALSE,,
14059,Xenosaga I·II,ds,2006,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02,,,
14060,Ferrari Challenge Trofeo Pirelli Deluxe,wii,2009,Racing,System 3 Arcade Software,0,0.02,0,0,0.02,FALSE,,
14061,Peter Pan in Disney's Return to Never Land,ps,2002,Platform,Sony Computer Entertainment,0.01,0.01,0,0,0.02,,,
14062,AirForce Delta Storm,gba,2002,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.02,,3,manual
14063,George of the Jungle and the Search for the Secret,wii,2008,Platform,Ignition Entertainment,0.02,0,0,0,0.02,FALSE,,
14064,Supermodel Makeover by Lauren Luke,ds,2009,Simulation,Avanquest,0,0.02,0,0,0.02,,,
14065,Kenka Bancho Otome,psv,2016,Action,Screenlife,0,0,0.02,0,0.02,,,
14066,Jissen Pachinko Hisshouhou! CR Sakura Taisen,ps2,2007,Misc,Sega,0,0,0.02,0,0.02,,,
14067,Freedom Wings,ds,2006,Simulation,Natsume,0.02,0,0,0,0.02,,3,PEGI
14068,Commando: Steel Disaster,ds,2008,Shooter,Lexicon Entertainment,0.02,0,0,0,0.02,,,
14069,Hakuouki: Yuugi Roku DS,ds,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,,,
14070,Chuck E. Cheese's Super Collection,wii,2011,Action,UFO Interactive,0.02,0,0,0,0.02,FALSE,,
14071,Gal Gun,ps3,2012,Shooter,Alchemist,0,0,0.02,0,0.02,,,
14072,The Awakened Fate Ultimatum,ps3,2014,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,,12,PEGI
14073,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,wii,2008,Fighting,Marvelous Interactive,0,0,0.02,0,0.02,FALSE,,
14074,Aria: The Natural ~Tooi Yume no Mirage~,ps2,2006,Adventure,Alchemist,0,0,0.02,0,0.02,,,
14075,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,psp,2011,Role-Playing,Starfish,0,0,0.02,0,0.02,,,
14076,Kung Fu Panda: Showdown of Legendary Legends,3ds,2015,Action,Little Orbit,0,0.02,0,0,0.02,,7,PEGI
14077,Nicktoons Collection: Game Boy Advance Video Volume 3,gba,2005,Misc,,0.01,0.01,0,0,0.02,,3,manual
14078,Livly Garden,ds,2010,Simulation,Marvelous Interactive,0,0,0.02,0,0.02,,,
14079,Last Escort,ps2,2006,Adventure,D3Publisher,0,0,0.02,0,0.02,,,
14080,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,ps2,2002,Action,Takara,0,0,0.02,0,0.02,,,
14081,Wakeboarding Unleashed Featuring Shaun Murray,gba,2003,Sports,Aspyr,0.01,0.01,0,0,0.02,,3,manual
14082,Mystery Tales 2: The Spirit Mask,ds,2011,Puzzle,Unknown,0,0.02,0,0,0.02,,,
14083,Shonen Jump's Shaman King: Master of Spirits 2,gba,2005,Role-Playing,Konami Digital Entertainment,0.01,0.01,0,0,0.02,,3,manual
14084,Jinsei Game Wii,wii,2007,Misc,Takara Tomy,0,0,0.02,0,0.02,FALSE,,
14085,The Idolmaster: Gravure For You! Vol.8,ps3,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,
14086,Headhunter: Redemption,xb,2004,Action,Sega,0.02,0,0,0,0.02,,16,PEGI
14087,Hakuoki: Shinkai - Furi no Shou,psv,2015,Action,Idea Factory,0,0,0.02,0,0.02,,,
14088,Chicken Hunter,ds,2007,Shooter,Phoenix Games,0.02,0,0,0,0.02,,,
14089,Cabela's Big Game Hunter: Pro Hunts,wiiu,2014,Shooter,Activision,0.02,0,0,0,0.02,,,
14090,Disney Sports Football,gba,2002,Sports,Unknown,0.01,0.01,0,0,0.02,,3,manual
14091,Code R,sat,1998,Adventure,Quintet,0,0,0.02,0,0.02,,3,manual
14092,Casper's Scare School: Spooky Sports Day,wii,2009,Sports,Blast! Entertainment Ltd,0.02,0,0,0,0.02,FALSE,,
14093,Rinne no Lagrange: Kamogawa Days,ps3,2012,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,,,
14094,Toki no Kizuna: Hanayui Tsuzuri,psp,2013,Adventure,Idea Factory,0,0,0.02,0,0.02,,,
14095,Nisenochigiri,psp,2010,Adventure,Idea Factory,0,0,0.02,0,0.02,,,
14096,Hot 'n' Cold,ds,2009,Action,Majesco Entertainment,0.02,0,0,0,0.02,,,
14097,Runaway: A Twist of Fate,ds,,Adventure,Focus Home Interactive,0,0.02,0,0,0.02,,12,PEGI
14098,Military History: Commander - Europe at War,psp,2009,Strategy,Slitherine Software,0,0.01,0,0.01,0.02,,12,PEGI
14099,Casper: Spirit Dimensions,gc,2002,Platform,TDK Mediactive,0.02,0,0,0,0.02,,,
14100,Detective Jinguuji Saburo: Ronde Revenge,3ds,2012,Action,Arc System Works,0,0,0.02,0,0.02,,,
14101,Moujuutsukai to Oujisama: Snow Bride,ps2,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,,,
14102,Gochuumon wa Usagi Desu ka?? Wonderful Party!,psv,2016,Adventure,5pb,0,0,0.02,0,0.02,,,
14103,Final Approach 2: 1st Priority,ps2,2008,Adventure,Princess Soft,0,0,0.02,0,0.02,,,
14104,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,sat,1996,Misc,Sonnet,0,0,0.02,0,0.02,,18,manual
14105,Crime Scene,ds,2009,Adventure,Nobilis,0,0.02,0,0,0.02,,,
14106,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,ds,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02,,,
14107,Guess the Logos,xb,2004,Puzzle,Sega,0.02,0,0,0,0.02,,,
14108,Don Bradman Cricket 14,ps3,2014,Sports,Tru Blu Entertainment,0,0.02,0,0,0.02,,3,PEGI
14109,Gekka Ryouran Romance,psp,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,,,
14110,Jake Hunter: Detective Chronicles,ds,2008,Adventure,Aksys Games,0.02,0,0,0,0.02,,,
14111,Hyakka Hyakurou: Sengoku Ninpoujou,psv,2016,Adventure,D3Publisher,0,0,0.02,0,0.02,,,
14112,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,ds,2008,Misc,Benesse,0,0,0.02,0,0.02,,,
14113,Meitantei Evangelion,ps2,2007,Adventure,Broccoli,0,0,0.02,0,0.02,,,
14114,Tsuyo Kiss 2 Portable,psp,2010,Adventure,NetRevo,0,0,0.02,0,0.02,,,
14115,Butt-Ugly Martians: Zoom or Doom!,ps2,2002,Racing,Vivendi Games,0.01,0.01,0,0,0.02,,,
14116,Mar Heaven: Karudea no Akuma,ds,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02,,,
14117,Aquanaut's Holiday,ps,1995,Adventure,Sony Computer Entertainment,0.01,0.01,0,0,0.02,,,
14118,Puzzle Quest: Challenge of the Warlords,psp,2007,Puzzle,D3Publisher,0.01,0,0,0,0.02,,3,PEGI
14119,Super PickUps,ps2,2007,Racing,XS Games,0.01,0.01,0,0,0.02,,,
14120,The King of Fighters NeoWave,xb,2006,Fighting,SNK Playmore,0.02,0,0,0,0.02,,,
14121,Dungeons & Dragons: Shadow over Mystara,ps3,2013,Role-Playing,Capcom,0,0,0.02,0,0.02,,,
14122,T.A.C. Heroes : Big Red One,ds,2010,Strategy,Storm City Games,0.02,0,0,0,0.02,,,
14123,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,ds,2007,Misc,Tecmo Koei,0,0,0.02,0,0.02,,,
14124,Hoppie,ds,2011,Platform,Jack of All Games,0.02,0,0,0,0.02,,,
14125,Brain Dead 13,ps,1996,Adventure,Coconuts Japan,0.01,0.01,0,0,0.02,,,
14126,Onechanbara Special,psp,2011,Action,D3Publisher,0,0,0.02,0,0.02,,,
14127,Keith Courage in Alpha Zones,tg16,1989,,,,,,,0.02,,3,pre-1994
14128,Daikaijuu Battle: Ultra Coliseum,wii,2008,Fighting,Namco Bandai Games,0,0,0.02,0,0.02,FALSE,,
14129,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,ps2,2010,Action,Russel,0,0,0.02,0,0.02,,,
14130,Arcana Famiglia: Vascello Phantasma no Majutsushi,psp,2012,Action,Comfort,0,0,0.02,0,0.02,,,
14131,The Legend of Heroes: Trails in the Sky Second Chapter,ps3,2013,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02,,,
14132,Motocross Mania 3,xb,2005,Racing,Take-Two Interactive,0.01,0,0,0,0.02,,12,PEGI
14133,Psycho-Pass: Mandatory Happiness,psv,2016,Adventure,Nippon Ichi Software,0,0.01,0.01,0,0.02,,12,PEGI
14134,ESPN MLS ExtraTime 2002,gc,2002,Sports,Konami Digital Entertainment,0.02,0,0,0,0.02,,,
14135,Winning Post 7: Maximum 2007,ps2,2007,Sports,Tecmo Koei,0,0,0.02,0,0.02,,,
14136,Vitamin R,psp,2013,Adventure,D3Publisher,0,0,0.02,0,0.02,,,
14137,Fist of the North Star: Ken's Rage 2,wiiu,2013,Fighting,Tecmo Koei,0,0,0.02,0,0.02,,18,PEGI
14138,Maximum Racing: Crash Car Racer,wii,2010,Racing,Nordic Games,0.01,0.01,0,0,0.02,FALSE,,
14139,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,gba,2006,Action,Atari,0.01,0.01,0,0,0.02,,3,manual
14140,Guitar Freaks V2 & DrumMania V2,ps2,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,,,
14141,Backyard Baseball '09,ps2,2008,Sports,Atari,0.01,0.01,0,0,0.02,,,
14142,Puzzle City,ds,2009,Puzzle,Destineer,0.02,0,0,0,0.02,,3,PEGI
14143,Mushishi: Amefuru Sato,ds,2008,Simulation,Marvelous Interactive,0,0,0.02,0,0.02,,,
14144,B-17: Fortress in the Sky,ds,2007,Simulation,DSI Games,0.02,0,0,0,0.02,,7,PEGI
14145,Invizimals: The Resistance,psv,2014,Role-Playing,Sony Computer Entertainment,0,0.02,0,0,0.02,,7,PEGI
14146,Ruff Trigger: The Vanocore Conspiracy,ps2,2006,Platform,Natsume,0.01,0.01,0,0,0.02,,,
14147,Cross Treasures,ds,2009,Role-Playing,Square Enix,0,0,0.02,0,0.02,,,
14148,Joker no Kuni no Alice: Wonderful Wonder World,psp,2011,Adventure,Quinrose,0,0,0.02,0,0.02,,,
14149,Largo Winch .// Commando Sar,ps,2002,Adventure,Ubisoft,0.01,0.01,0,0,0.02,,,
14150,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,snes,1996,Puzzle,Compile,0,0,0.02,0,0.02,,3,manual
14151,Samurai & Dragons,psv,2012,Action,Sega,0,0,0.02,0,0.02,,,
14152,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,ps3,2015,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,
14153,Elminage Original: Majo to Megami to Kamigami no Yubiwa,psp,2011,Role-Playing,Starfish,0,0,0.02,0,0.02,,,
14154,TalkMan,psp,2006,Misc,Sony Computer Entertainment,0,0,0.02,0,0.02,,3,PEGI
14155,XGRA: Extreme G Racing Association,xb,2003,Racing,Acclaim Entertainment,0.02,0,0,0,0.02,,,
14156,Uta no * Prince-Sama,psp,2010,Adventure,Broccoli,0,0,0.02,0,0.02,,,
14157,Elminage Gothic: Ulm Zakir to Yami no Gishiki,psp,2012,Role-Playing,Starfish,0,0,0.02,0,0.02,,,
14158,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,psp,2006,Misc,Sega,0,0,0.02,0,0.02,,,
14159,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3ds,2011,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,
14160,Gakuen K: Wonderful School Days,psp,2014,Adventure,Idea Factory,0,0,0.02,0,0.02,,,
14161,Saki: Achiga-Hen Portable,psp,2013,Adventure,Alchemist,0,0,0.02,0,0.02,,,
14162,UnchainBlades EXXiV,psp,2012,Role-Playing,FuRyu,0,0,0.02,0,0.02,,,
14163,Rat Attack!,n64,2000,Puzzle,Mindscape,0.02,0,0,0,0.02,,,
14164,Super Bowling,n64,1999,Sports,Athena,0.02,0,0,0,0.02,,,
14165,Jewel Link: Galactic Quest,ds,2012,Action,Avanquest Software,0,0.02,0,0,0.02,,3,PEGI
14166,Pippa Funnell: Ranch Rescue,wii,2007,Adventure,Ubisoft,0,0.02,0,0,0.02,FALSE,,
14167,The Legend of Heroes: Trails in the Sky Third Chapter,psv,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.02,0,0.02,,,
14168,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,ds,2008,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,,,
14169,Princess Isabella: A Witch's Curse,wii,2010,Adventure,Destineer,0.02,0,0,0,0.02,FALSE,,
14170,Dance Dance Revolution Extra Mix,ps,2001,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,,,
14171,Pastel Chime Continue,psp,2010,Adventure,5pb,0,0,0.02,0,0.02,,,
14172,Jinguuji Saburou DS: Akai Chou,ds,2010,Adventure,Arc System Works,0,0,0.02,0,0.02,,,
14173,Chicago Enforcer,xb,2005,Shooter,Kemco,0.02,0,0,0,0.02,,,
14174,F1 2002,gba,2002,Racing,"Destination Software, Inc",0.01,0.01,0,0,0.02,,3,manual
14175,Prehistorik Man,gba,2001,Platform,THQ,0.01,0.01,0,0,0.02,,3,manual
14176,Polar Bowler,ds,2008,Sports,Mumbo Jumbo,0.02,0,0,0,0.02,,,
14177,Minna de Dokusho: Keatai Shousetsu Desu,psp,2008,Misc,Dorart,0,0,0.02,0,0.02,,,
14178,Bella Sara 2 - The Magic of Drasilmare,3ds,2013,Adventure,Big Ben Interactive,0,0.02,0,0,0.02,,3,PEGI
14179,Kawaii Koinu DS 3,ds,2010,Simulation,MTO,0,0,0.02,0,0.02,,,
14180,Chuugen no Hasha: Sangoku Shouseiden,psp,2006,Strategy,Namco Bandai Games,0,0,0.02,0,0.02,,,
14181,Chevrolet Camaro: Wild Ride,ds,2010,Racing,Storm City Games,0.02,0,0,0,0.02,,3,PEGI
14182,Super Fruit Fall,wii,2006,Puzzle,System 3 Arcade Software,0.01,0,0,0,0.02,FALSE,,
14183,Zwei!!,psp,2008,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02,,,
14184,Pump It Up: Exceed,xb,2005,Misc,Mastiff,0.01,0,0,0,0.02,,,
14185,Ro-Kyu-Bu! Lost Secret,psp,2013,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,,,
14186,CV Casting Voice,ps3,2014,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,,,
14187,Net High,psv,2015,Adventure,Marvelous Games,0,0,0.02,0,0.02,,,
14188,Mega Bomberman,gen,1994,,,,,,,0.02,,3,ESRB
14189,Malice,ps2,2004,Platform,Evolved Games,0.01,0.01,0,0,0.02,,,
14190,Defendin' De Penguin,ds,2008,Strategy,Zushi Games,0.02,0,0,0,0.02,,3,PEGI
14191,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,ps2,2008,Role-Playing,Sega,0,0,0.02,0,0.02,,,
14192,Heavy Fire: The Chosen Few 3D,3ds,2011,Shooter,Mastiff,0.02,0,0,0,0.02,,12,PEGI
14193,Silent Bomber,ps,1999,Action,Virgin Interactive,0.01,0.01,0,0,0.02,,,
14194,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",psp,2010,Adventure,Idea Factory,0,0,0.02,0,0.02,,,
14195,Darksiders,ps3,2010,Action,THQ,0.01,0.01,0,0,0.02,,18,PEGI
14196,Dance! It's Your Stage,ps3,2011,Misc,DTP Entertainment,0,0.02,0,0.01,0.02,,,
14197,Dies Irae: Amantes Amentes,psp,2012,Action,Views,0,0,0.02,0,0.02,,,
14198,Puyo Puyo! 15th Anniversary,psp,2007,Puzzle,Sega,0,0,0.02,0,0.02,,,
14199,Mind over Matter,ds,2010,Puzzle,505 Games,0.02,0,0,0,0.02,,,
14200,The Idolmaster: Gravure For You! Vol.9,ps3,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,
14201,Discovery Kids: Snake Safari,ds,2009,Simulation,505 Games,0.02,0,0,0,0.02,,,
14202,Ryu-koku,ps2,2006,Adventure,KID,0,0,0.02,0,0.02,,,
14203,Natsuiro no Sunadokei,ps2,2002,Adventure,Princess Soft,0,0,0.02,0,0.02,,,
14204,Saint,wii,,Shooter,Unknown,0.02,0,0,0,0.02,FALSE,,
14205,Knight's Apprentice: Memorick's Adventures,xb,2004,Action,Microids,0.02,0,0,0,0.02,,,
14206,Akai Ito DS,ds,2008,Adventure,Alchemist,0,0,0.02,0,0.02,,,
14207,Let's Play Flight Attendant,ds,2010,Simulation,Deep Silver,0.02,0,0,0,0.02,,,
14208,Motto! SoniComi,ps3,2014,Simulation,Kadokawa Games,0,0,0.02,0,0.02,,,
14209,PachiPara 15: Super Umi Monogatari in Okinawa 2,ps3,2010,Misc,Irem Software Engineering,0,0,0.02,0,0.02,,,
14210,Serious Sam: Next Encounter,gc,2004,Shooter,Global Star,0.02,0,0,0,0.02,,12,PEGI
14211,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,psp,2011,Adventure,Quinrose,0,0,0.02,0,0.02,,,
14212,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,ds,2011,Misc,Plenty,0,0,0.02,0,0.02,,,
14213,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,psp,2006,Misc,Yamasa Entertainment,0,0,0.02,0,0.02,,,
14214,Shippuu Mahou Daisakusen: Kingdom-Grandprix,sat,1996,Shooter,Gaga,0,0,0.02,0,0.02,,3,manual
14215,Sengoku Otome: Legend Battle,psv,2016,Action,Unknown,0,0,0.02,0,0.02,,,
14216,Carmen Sandiego: The Secret of the Stolen Drums,gc,2004,Action,BAM! Entertainment,0.02,0,0,0,0.02,,,
14217,The Fast and the Furious,psp,2007,Racing,Deep Silver,0.02,0,0,0,0.02,,3,PEGI
14218,Genroh,psp,2012,Action,Idea Factory,0,0,0.02,0,0.02,,,
14219,Ballblazer Champions,ps,1997,Sports,CTO SpA,0.01,0.01,0,0,0.02,,,
14220,Turbo: Super Stunt Squad,ps3,2013,Sports,D3Publisher,0,0.02,0,0,0.02,,3,PEGI
14221,Steal Princess,ds,,Platform,Unknown,0.02,0,0,0,0.02,,,
14222,Koisuru Otome to Shugo no Tate: The Shield of AIGIS,ps2,2008,Adventure,Alchemist,0,0,0.02,0,0.02,,,
14223,Disney's Meet the Robinsons,ds,2007,Action,Disney Interactive Studios,0.02,0,0,0,0.02,,,
14224,Casper's Scare School: Classroom Capers,ds,2008,Adventure,Blast! Entertainment Ltd,0.02,0,0,0,0.02,,,
14225,Moujuutsukai to Oujisama Portable,psp,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,,,
14226,Galaxy Angel II: Eigou Kaiki no Koku,ps2,2009,Strategy,Broccoli,0,0,0.02,0,0.02,,,
14227,Otome wa Oanesama Boku ni Koi Shiteru Portable,psp,2010,Adventure,Alchemist,0,0,0.02,0,0.02,,,
14228,UnchainBlades EXXiV,3ds,2012,Role-Playing,FuRyu,0,0,0.02,0,0.02,,,
14229,Kill.Switch,gba,2004,Shooter,Zoo Digital Publishing,0.02,0.01,0,0,0.02,,12,PEGI
14230,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,ps2,2007,Misc,Sega,0,0,0.02,0,0.02,,,
14231,Iron Phoenix,xb,2005,Fighting,Sega,0.02,0,0,0,0.02,,,
14232,Geon Cube,wii,2009,Puzzle,P2 Games,0.02,0,0,0,0.02,FALSE,,
14233,Tennis no Oji-Sama: Driving Smash! Side King,ds,2008,Sports,Konami Digital Entertainment,0,0,0.02,0,0.02,,,
14234,Kuon,ps2,2004,Adventure,Indie Games,0.01,0.01,0,0,0.02,,16,PEGI
14235,Kannou Mukashi Banashi Portable,psp,2012,Adventure,Idea Factory,0,0,0.02,0,0.02,,,
14236,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,ps3,2010,Adventure,Alchemist,0,0,0.02,0,0.02,,,
14237,Diabolik Lovers: More Blood,psv,2015,Adventure,Idea Factory,0,0,0.02,0,0.02,,,
14238,Triple Crown Championship Snowboarding,wii,2010,Sports,Destineer,0.02,0,0,0,0.02,FALSE,,
14239,Fritz Chess,ds,2009,Strategy,Deep Silver,0.02,0,0,0,0.02,,,
14240,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,ds,2008,Misc,Square Enix,0,0,0.02,0,0.02,,,
14241,Dragon's Lair,ds,2010,Platform,Destineer,0.02,0,0,0,0.02,,,
14242,Shinken de Watashi ni Koi Shinasai! R,ps3,2012,Action,Minato Station,0,0,0.02,0,0.02,,,
14243,Love Once: Mermaid's Tears,ps3,2011,Adventure,Unknown,0,0,0.02,0,0.02,,,
14244,Whiteout,ps2,2002,Racing,Konami Digital Entertainment,0.01,0.01,0,0,0.02,,,
14245,Shiratsuyu no Kai,psp,2013,Adventure,Idea Factory,0,0,0.02,0,0.02,,,
14246,Group S Challenge,xb,2003,Racing,Capcom,0.02,0,0,0,0.02,,3,PEGI
14247,Final Fantasy XIV: Heavensward,ps3,2015,Action,Square Enix,0.01,0,0.01,0,0.02,,16,PEGI
14248,Sniper Elite V2,wiiu,2013,Shooter,505 Games,0,0.02,0,0,0.02,,16,PEGI
14249,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,psp,2008,Simulation,fonfun,0,0,0.02,0,0.02,,,
14250,XGRA: Extreme G Racing Association,gc,2003,Racing,Acclaim Entertainment,0.02,0,0,0,0.02,,,
14251,Eureka Seven Vol. 2: The New Vision,ps2,2006,Shooter,Namco Bandai Games,0,0,0.02,0,0.02,,,
14252,Mario Tennis,3ds,,Sports,,0,0,0.02,0,0.02,,,
14253,Doki Majo Plus,ds,2009,Adventure,SNK Playmore,0,0,0.02,0,0.02,,,
14254,Happiness! De-Lucks,ps2,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02,,,
14255,Kung Fu Panda: Showdown of Legendary Legends,ps3,2015,Action,Little Orbit,0,0.02,0,0,0.02,,7,PEGI
14256,Dream Chronicles,ds,2010,Adventure,Zoo Games,0.02,0,0,0,0.02,,,
14257,Zillions of Enemy X: Zetsukai no Crusade,ps3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,,,
14258,Thomas & Friends: Hero of the Rails,wii,2010,Misc,Unknown,0,0.02,0,0,0.02,FALSE,3,PEGI
14259,Taito Legends 2,ps2,2006,Misc,Empire Interactive,0.01,0.01,0,0,0.02,,7,PEGI
14260,World Championship Poker featuring Howard Lederer: All In,wii,2006,Misc,505 Games,0.02,0,0,0,0.02,FALSE,,
14261,Higurashi Daybreak Portable Mega Edition,psp,2009,Adventure,Alchemist,0,0,0.02,0,0.02,,,
14262,GunParade Orchestra: Midori no Shou,ps2,2006,Adventure,Sony Computer Entertainment,0,0,0.02,0,0.02,,,
14263,Shooter: Starfighter Sanvein,ps,2000,Shooter,Midas Interactive Entertainment,0.01,0.01,0,0,0.02,,,
14264,Jewel Master: Cradle Of Rome 2,ds,2011,Puzzle,Rising Star Games,0,0.02,0,0,0.02,,,
