Rank,Name,Platform,release_date,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,controller_support,name_norm,PEGI_Rating
17575,WSC REAL 09: World Snooker Championship,ps3,2009,Sports,Deep Silver,0,0.01,0,0,0.01,,wsc real 09 world snooker championship,
11870,WSC Real 11: World Snooker Championship,ps3,2011,Sports,Koch Media,0,0.07,0,0.02,0.09,,wsc real 11 world snooker championship,
16358,WTA Tour Tennis,gba,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,,wta tour tennis,
14025,WTA Tour Tennis,ps2,2001,Sports,Konami Digital Entertainment,0.03,0.02,0,0.01,0.05,,wta tour tennis,
17593,WTA Tour Tennis,xb,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01,,wta tour tennis,
14322,WTF: Work Time Fun,psp,2005,Puzzle,Sony Computer Entertainment,0.04,0,0,0,0.04,,wtf work time fun,
1887,WWE '12,ps3,2011,Fighting,THQ,0.53,0.46,0.02,0.17,1.18,,wwe 12,16
5603,WWE '12,wii,2011,Fighting,THQ,0.24,0.09,0,0.03,0.36,True,wwe 12,16
1547,WWE '13,ps3,2012,Action,THQ,0.51,0.62,0,0.26,1.39,,wwe 13,
9110,WWE '13,wii,2012,Action,THQ,0.12,0.02,0,0.01,0.16,True,wwe 13,
1869,WWE 2K14,ps3,2013,Sports,Take-Two Interactive,0.49,0.49,0,0.21,1.19,,wwe 2k14,16
2679,WWE 2K15,ps3,2014,Sports,Take-Two Interactive,0.36,0.35,0,0.14,0.85,,wwe 2k15,16
3777,WWE 2K16,ps3,2015,Sports,Take-Two Interactive,0.21,0.27,0,0.09,0.58,,wwe 2k16,
7430,WWE All Stars,3ds,2011,Fighting,THQ,0.15,0.06,0,0.02,0.23,,wwe all stars,16
10986,WWE All Stars,ps2,2011,Fighting,THQ,0.05,0.04,0,0.01,0.11,,wwe all stars,16
5050,WWE All Stars,ps3,2011,Fighting,THQ,0.16,0.18,0,0.07,0.42,,wwe all stars,16
8333,WWE All Stars,psp,2011,Fighting,THQ,0.12,0.04,0,0.03,0.19,,wwe all stars,16
8028,WWE All Stars,wii,2011,Fighting,THQ,0.11,0.07,0,0.02,0.2,True,wwe all stars,16
12117,WWE Crush Hour,gc,2003,Racing,THQ,0.06,0.02,0,0,0.08,,wwe crush hour,
5762,WWE Crush Hour,ps2,2003,Racing,THQ,0.17,0.13,0,0.04,0.35,,wwe crush hour,
4789,WWE Day of Reckoning,gc,2004,Fighting,THQ,0.35,0.09,0,0.01,0.45,,wwe day of reckoning,16
5856,WWE Day of Reckoning 2,gc,2005,Fighting,THQ,0.26,0.07,0,0.01,0.34,,wwe day of reckoning 2,16
3873,WWE Raw 2,xb,2003,Fighting,THQ,0.43,0.11,0,0.02,0.56,,wwe raw 2,16
6852,WWE Road to WrestleMania X8,gba,2002,Fighting,THQ,0.19,0.07,0,0,0.27,,wwe road to wrestlemania x8,
10535,WWE SmackDown vs Raw 2008,ds,2007,Fighting,THQ,0.11,0.01,0,0.01,0.12,,wwe smackdown vs raw 2008,
783,WWE SmackDown vs Raw 2008,ps2,2007,Fighting,THQ,0.92,0,0.01,1.41,2.34,,wwe smackdown vs raw 2008,
1637,WWE SmackDown vs Raw 2008,ps3,2007,Fighting,THQ,0.62,0.5,0.01,0.21,1.33,,wwe smackdown vs raw 2008,
1863,WWE SmackDown vs Raw 2008,psp,2007,Fighting,THQ,0.45,0.47,0,0.28,1.19,,wwe smackdown vs raw 2008,
2316,WWE SmackDown vs Raw 2008,wii,2007,Fighting,THQ,0.38,0.5,0,0.11,0.99,False,wwe smackdown vs raw 2008,
691,WWE SmackDown vs. RAW 2007,ps2,2006,Fighting,THQ,1.4,0.88,0.03,0.26,2.58,,wwe smackdown vs raw 2007,
3313,WWE SmackDown vs. RAW 2007,psp,2006,Fighting,THQ,0.33,0.2,0,0.14,0.67,,wwe smackdown vs raw 2007,
8340,WWE SmackDown vs. Raw 2009,ds,2008,Fighting,THQ,0.15,0.02,0,0.01,0.19,,wwe smackdown vs raw 2009,16
1778,WWE SmackDown vs. Raw 2009,ps2,2008,Fighting,THQ,0.69,0,0,0.55,1.24,,wwe smackdown vs raw 2009,16
2414,WWE SmackDown vs. Raw 2009,ps3,2008,Fighting,THQ,0.51,0.31,0.01,0.13,0.95,,wwe smackdown vs raw 2009,16
3020,WWE SmackDown vs. Raw 2009,psp,2008,Fighting,THQ,0.41,0.21,0,0.14,0.75,,wwe smackdown vs raw 2009,16
2752,WWE SmackDown vs. Raw 2009,wii,2008,Fighting,THQ,0.44,0.31,0,0.08,0.83,False,wwe smackdown vs raw 2009,16
4004,WWE SmackDown vs. Raw 2010,ds,2009,Fighting,THQ,0.35,0.14,0,0.05,0.54,,wwe smackdown vs raw 2010,16
2116,WWE SmackDown vs. Raw 2010,ps2,2009,Fighting,THQ,0.53,0.01,0,0.54,1.07,,wwe smackdown vs raw 2010,16
1889,WWE SmackDown vs. Raw 2010,ps3,2009,Fighting,THQ,0.48,0.49,0.01,0.2,1.18,,wwe smackdown vs raw 2010,16
3555,WWE SmackDown vs. Raw 2010,psp,2009,Fighting,THQ,0.25,0.23,0,0.14,0.62,,wwe smackdown vs raw 2010,16
3013,WWE SmackDown vs. Raw 2010,wii,2009,Fighting,THQ,0.51,0.17,0,0.07,0.75,True,wwe smackdown vs raw 2010,16
5423,WWE SmackDown vs. Raw 2011,ps2,2010,Fighting,THQ,0.24,0.07,0,0.07,0.38,,wwe smackdown vs raw 2011,16
2039,WWE SmackDown vs. Raw 2011,ps3,2010,Fighting,THQ,0.44,0.46,0.01,0.18,1.1,,wwe smackdown vs raw 2011,16
3121,WWE SmackDown vs. Raw 2011,psp,2010,Fighting,THQ,0.22,0.31,0,0.17,0.71,,wwe smackdown vs raw 2011,16
4599,WWE SmackDown vs. Raw 2011,wii,2010,Fighting,THQ,0.3,0.13,0,0.04,0.47,True,wwe smackdown vs raw 2011,16
620,WWE SmackDown! Here Comes the Pain,ps2,2003,Fighting,THQ,1.32,1.06,0.04,0.38,2.8,,wwe smackdown here comes the pain,16
554,WWE SmackDown! Shut Your Mouth,ps2,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02,,wwe smackdown shut your mouth,16
578,WWE SmackDown! vs. RAW 2006,ps2,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.94,,wwe smackdown vs raw 2006,16
5263,WWE SmackDown! vs. RAW 2006,psp,2005,Fighting,THQ,0.36,0.01,0,0.03,0.4,,wwe smackdown vs raw 2006,16
611,WWE SmackDown! vs. Raw,ps2,2002,Fighting,THQ,1.32,1.08,0.04,0.39,2.83,,wwe smackdown vs raw,16
10188,WWE Survivor Series,gba,2004,Fighting,THQ,0.09,0.04,0,0,0.13,,wwe survivor series,12
4748,WWE WrestleMania 21,xb,2005,Fighting,THQ,0.34,0.1,0,0.02,0.45,,wwe wrestlemania 21,16
4443,WWE Wrestlemania X8,gc,2002,Fighting,THQ,0.38,0.1,0,0.01,0.49,,wwe wrestlemania x8,
5970,WWE Wrestlemania XIX,gc,2003,Fighting,THQ,0.26,0.07,0,0.01,0.33,,wwe wrestlemania xix,16
3123,WWF Attitude,n64,1999,Fighting,Acclaim Entertainment,0.57,0.13,0,0.01,0.71,,wwf attitude,
1131,WWF Attitude,ps,1998,Fighting,Acclaim Entertainment,1.27,0.42,0,0.07,1.76,,wwf attitude,
1408,WWF No Mercy,n64,2000,Fighting,THQ,1.2,0.27,0.02,0.02,1.5,,wwf no mercy,
19325,WWF Rage in the Cage,scd,1993,,,,,,,0.002,,wwf rage in the cage,
19415,WWF Raw,gg,1994,,,,,,,0.002,,wwf raw,
3938,WWF Raw,xb,2002,Fighting,THQ,0.4,0.13,0,0.02,0.55,,wwf raw,
435,WWF SmackDown!,ps,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,,wwf smackdown,
507,WWF SmackDown! 2: Know Your Role,ps,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,,wwf smackdown 2 know your role,
623,WWF SmackDown! Just Bring It,ps2,2001,Fighting,THQ,1.19,1.15,0.04,0.41,2.79,,wwf smackdown just bring it,
1640,WWF War Zone,n64,1998,Fighting,Acclaim Entertainment,1.08,0.24,0,0.02,1.33,,wwf war zone,
480,WWF War Zone,ps,1998,Fighting,Acclaim Entertainment,2.47,0.76,0,0.13,3.36,,wwf war zone,
1432,WWF WrestleMania 2000,n64,1999,Fighting,THQ,1.2,0.25,0.02,0.02,1.48,,wwf wrestlemania 2000,
19416,WWF WrestleMania: Steel Cage Challenge,gg,1992,,,,,,,0.002,,wwf wrestlemania steel cage challenge,
18879,WWF WrestleMania: The Arcade Game,sat,1995,,,,,,,0.002,,wwf wrestlemania the arcade game,
13119,WWF Wrestlemania: The Arcade Game,ps,1995,Fighting,Acclaim Entertainment,0.03,0.02,0,0,0.06,,wwf wrestlemania the arcade game,
3531,WWF in Your House,ps,1996,Fighting,Acclaim Entertainment,0.35,0.24,0,0.04,0.62,,wwf in your house,
6488,WWII Aces,wii,2008,Simulation,Destineer,0.27,0,0,0.02,0.29,False,wwii aces,
7885,Wacky Races: Crash & Dash,ds,2008,Racing,Eidos Interactive,0.19,0,0,0.01,0.21,,wacky races crash and dash,3
6392,Wacky Races: Crash & Dash,wii,2008,Racing,Eidos Interactive,0.27,0.01,0,0.02,0.3,False,wacky races crash and dash,3
11471,Wacky World of Sports,wii,2009,Sports,Sega,0.08,0,0,0.01,0.09,False,wacky world of sports,12
17296,Wade Hixton's Counter Punch,gba,2004,Sports,"Destination Software, Inc",0.01,0,0,0,0.01,,wade hixton s counter punch,7
16820,Wakeboarding Unleashed Featuring Shaun Murray,gba,2003,Sports,Aspyr,0.01,0.01,0,0,0.02,,wakeboarding unleashed featuring shaun murray,
9233,Wakeboarding Unleashed Featuring Shaun Murray,ps2,2003,Sports,Activision,0.08,0.06,0,0.02,0.16,,wakeboarding unleashed featuring shaun murray,
13906,Wakeboarding Unleashed Featuring Shaun Murray,xb,2003,Sports,Activision,0.04,0.01,0,0,0.05,,wakeboarding unleashed featuring shaun murray,
19387,Waku Waku 7,ng,1996,,,,,,,0.002,,waku waku 7,
4681,Walk it Out!,wii,2010,Sports,Konami Digital Entertainment,0.36,0.06,0,0.04,0.46,True,walk it out,
1464,Wall-E,ds,2008,Platform,THQ,0.46,0.83,0,0.17,1.46,,wall e,3
3019,Wall-E,ps2,2008,Platform,THQ,0.21,0,0,0.54,0.75,,wall e,3
5255,Wall-E,ps3,2008,Platform,THQ,0.12,0.21,0,0.08,0.4,,wall e,3
3377,Wall-E,psp,2008,Platform,THQ,0.29,0.22,0,0.14,0.65,,wall e,3
2232,Wall-E,wii,2008,Platform,THQ,0.51,0.4,0,0.11,1.02,False,wall e,3
12868,Wallace & Gromit in Project Zoo,gc,2003,Platform,BAM! Entertainment,0.05,0.01,0,0,0.07,,wallace and gromit in project zoo,3
7562,Wallace & Gromit in Project Zoo,ps2,2003,Platform,BAM! Entertainment,0.11,0.09,0,0.03,0.23,,wallace and gromit in project zoo,3
15128,Wallace & Gromit in Project Zoo,xb,2003,Platform,BAM! Entertainment,0.02,0.01,0,0,0.03,,wallace and gromit in project zoo,3
10294,Wallace & Gromit: Curse of the Were-Rabbit,ps2,2005,Adventure,Konami Digital Entertainment,0.06,0.05,0,0.02,0.12,,wallace and gromit curse of the were rabbit,3
17828,Wallace & Gromit: Curse of the Were-Rabbit,xb,2005,Adventure,Konami Digital Entertainment,0.01,0,0,0,0.01,,wallace and gromit curse of the were rabbit,3
12636,Walt Disney Pictures Presents Enchanted,ds,2007,Platform,Disney Interactive Studios,0.04,0.01,0,0.01,0.07,,walt disney pictures presents enchanted,
9949,Walt Disney Pictures Presents: The Wild,gba,2006,Platform,Disney Interactive Studios,0.09,0.03,0,0,0.13,,walt disney pictures presents the wild,
4786,Walt Disney World Quest: Magical Racing Tour,ps,2000,Racing,Eidos Interactive,0.25,0.17,0,0.03,0.45,,walt disney world quest magical racing tour,3
11627,Walt Disney's The Jungle Book: Rhythm N'Groove,ps,2000,Misc,Sony Computer Entertainment,0.05,0.03,0,0.01,0.09,,walt disney s the jungle book rhythm n groove,
7166,Walt Disney's The Jungle Book: Rhythm N'Groove,ps2,2003,Misc,Disney Interactive Studios,0.12,0.1,0,0.03,0.25,,walt disney s the jungle book rhythm n groove,
17337,Wand of Fortune,ps2,2009,Adventure,Idea Factory,0,0,0.01,0,0.01,,wand of fortune,
15229,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,psp,2012,Adventure,Idea Factory,0,0,0.03,0,0.03,,wand of fortune 2 fd kimi ni sasageru epilogue,
15218,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,psp,2011,Adventure,Idea Factory,0,0,0.03,0,0.03,,wand of fortune 2 jikuu ni shizumu mokushiroku,
17636,Wand of Fortune Portable,psp,2010,Adventure,Idea Factory,0,0,0.01,0,0.01,,wand of fortune portable,
17689,Wand of Fortune R,psv,2016,Adventure,Idea Factory,0,0,0.01,0,0.01,,wand of fortune r,
17371,Wand of Fortune: Mirai e no Prologue,ps2,2010,Adventure,Idea Factory,0,0,0.01,0,0.01,,wand of fortune mirai e no prologue,
17619,Wand of Fortune: Mirai e no Prologue Portable,psp,2010,Adventure,Idea Factory,0,0,0.01,0,0.01,,wand of fortune mirai e no prologue portable,
15461,Wangan Midnight,ps3,2007,Racing,Genki,0,0,0.03,0,0.03,,wangan midnight,
16766,Wangan Midnight Portable,psp,2007,Racing,Genki,0,0,0.02,0,0.02,,wangan midnight portable,
13195,Wantame Fortune Channel,ds,2007,Misc,Capcom,0,0,0.06,0,0.06,,wantame fortune channel,
10211,Wantame Music Channel: Doko Demo Style,ds,2007,Misc,Capcom,0,0,0.13,0,0.13,,wantame music channel doko demo style,
6355,Wanted: Weapons of Fate,ps3,2009,Shooter,Warner Bros. Interactive Entertainment,0.14,0.1,0.01,0.05,0.3,,wanted weapons of fate,18
6419,Wappy Dog,ds,2011,Simulation,Activision,0.27,0,0,0.02,0.29,,wappy dog,3
6472,War Gods,n64,1997,Fighting,Midway Games,0.23,0.06,0,0,0.29,,war gods,
15785,War Gods,ps,1996,Fighting,GT Interactive,0.01,0.01,0,0,0.03,,war gods,
4047,War of the Monsters,ps2,2003,Fighting,Sony Computer Entertainment,0.26,0.2,0,0.07,0.54,,war of the monsters,
6233,WarCraft II: The Dark Saga,ps,1997,Strategy,Electronic Arts,0.18,0.12,0,0.02,0.31,,warcraft 2 the dark saga,
18120,WarGames,colecovision,1984,,,,,,,0.008,,wargames,
14277,WarJetz,ps2,2001,Shooter,3DO,0.02,0.02,0,0.01,0.04,,warjetz,
17224,Warbirds,lynx,1991,,,,,,,0.012,,warbirds,
9296,"Warhammer 40,000: Fire Warrior",ps2,2003,Shooter,THQ,0.08,0.06,0,0.02,0.15,,warhammer 40 000 fire warrior,16
4689,"Warhammer 40,000: Space Marine",ps3,2011,Shooter,THQ,0.13,0.25,0,0.09,0.46,,warhammer 40 000 space marine,18
12642,"Warhammer 40,000: Squad Command",ds,2007,Strategy,THQ,0.05,0.01,0,0.01,0.07,,warhammer 40 000 squad command,12
5882,"Warhammer 40,000: Squad Command",psp,2007,Strategy,THQ,0.11,0.14,0,0.08,0.33,,warhammer 40 000 squad command,12
13261,Warhammer: Battle For Atluma,psp,2006,Action,Namco Bandai Games,0.05,0,0,0.01,0.06,,warhammer battle for atluma,
14799,Warhammer: Dark Omen,ps,1998,Strategy,Electronic Arts,0.02,0.01,0,0,0.04,,warhammer dark omen,
8285,Warhammer: Shadow of the Horned Rat,ps,1996,Strategy,Mindscape,0.11,0.07,0,0.01,0.19,,warhammer shadow of the horned rat,
4634,Warhawk,ps,1995,Simulation,Sony Computer Entertainment,0.25,0.17,0,0.03,0.46,,warhawk,
2149,Warhawk,ps3,2007,Simulation,Sony Computer Entertainment,0.49,0.39,0,0.17,1.06,,warhawk,12
8985,Wario Land,virtualboy,1995,,,,,,,0.164,,wario land,
2294,Wario Land 3,gb,2000,,,,,,,1,,wario land 3,
849,Wario Land 3,gbc,2000,Platform,Nintendo,1.11,0.51,0.34,0.23,2.2,,wario land 3,
818,Wario Land 4,gba,2001,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26,,wario land 4,
1425,Wario Land II,gb,1997,Platform,Nintendo,0.7,0.35,0.39,0.04,1.48,,wario land 2,
853,Wario Land II,gb,1998,,,,,,,2.2,,wario land 2,
5453,Wario Land II (GBC),gb,1998,Platform,Nintendo,0,0,0.38,0,0.38,,wario land 2,
1916,Wario Land: Shake It!,wii,2008,Platform,Nintendo,0.6,0.31,0.15,0.11,1.17,False,wario land shake it,
236,Wario Land: Super Mario Land 3,gb,1994,,,,,,,5.19,,wario land super mario land 3,
4799,Wario World,gc,2003,Platform,Nintendo,0.34,0.09,0,0.01,0.44,,wario world,3
3368,Wario: Master of Disguise,ds,2007,Platform,Nintendo,0.28,0.02,0.33,0.03,0.66,,wario master of disguise,7
3631,WarioWare D.I.Y.,ds,2009,Misc,Nintendo,0.18,0.19,0.2,0.04,0.6,,warioware d 1 y,
796,WarioWare Touched!,ds,2004,Puzzle,Nintendo,0.52,0.45,1.21,0.13,2.31,,warioware touched,
1786,"WarioWare, Inc.: Mega MicroGame$",gba,2003,Puzzle,Nintendo,0.4,0.11,0.7,0.02,1.23,,warioware inc mega microgame,
3127,"WarioWare, Inc.: Mega Party Game$",gc,2003,Puzzle,Nintendo,0.2,0.05,0.44,0.02,0.71,,warioware inc mega party game,
2309,WarioWare: Get It Together!,switch,2021,,,,,,,1,,warioware get it together,
583,WarioWare: Smooth Moves,wii,2006,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92,False,warioware smooth moves,
3049,WarioWare: Twisted!,gba,,Puzzle,Unknown,0.16,0.06,0.5,0.02,0.74,,warioware twisted,
16323,Warlocked,gbc,2000,,,,,,,0.02,,warlocked,
7555,Warlords,2600,1981,,,,,,,0.23,,warlords,
6674,Warpath: Jurassic Park,ps,1998,Fighting,Electronic Arts,0.15,0.1,0,0.02,0.28,,warpath jurassic park,
2626,Warriors Orochi,ps2,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87,,warriors orochi,12
8229,Warriors Orochi,psp,2008,Action,Tecmo Koei,0.02,0,0.18,0,0.2,,warriors orochi,12
9903,Warriors Orochi 2,ps2,2008,Action,Tecmo Koei,0.06,0.05,0,0.02,0.13,,warriors orochi 2,12
6450,Warriors Orochi 2,psp,2008,Action,Tecmo Koei,0.06,0,0.22,0.01,0.29,,warriors orochi 2,16
5233,Warriors Orochi 2 (JP sales),ps2,2008,Action,Tecmo Koei,0,0,0.4,0,0.4,,warriors orochi 2,12
3518,Warriors Orochi 3,ps3,2011,Action,Ubisoft Annecy,0,0.04,0.57,0.01,0.62,,warriors orochi 3,12
10675,Warriors Orochi 3,psp,2012,Action,Ubisoft Annecy,0,0,0.11,0,0.11,,warriors orochi 3,
12483,Warriors Orochi 3,psv,2013,Action,Tecmo Koei,0,0,0.07,0,0.07,,warriors orochi 3,
12196,Warriors Orochi 3 Hyper,wiiu,2012,Action,Tecmo Koei,0.04,0.02,0.02,0.01,0.08,,warriors orochi 3 hyper,12
10036,Warriors of Might and Magic,ps,2001,Adventure,3DO,0.07,0.05,0,0.01,0.13,,warriors of might and magic,
8950,Warriors of Might and Magic,ps2,2001,Adventure,3DO,0.09,0.07,0,0.02,0.17,,warriors of might and magic,
13538,Warriors of the Lost Empire,psp,2007,Role-Playing,Mercury Games,0.05,0,0,0.01,0.06,,warriors of the lost empire,12
16592,Warriors of the Lost Empire (JP sales),psp,2007,Role-Playing,Mercury Games,0,0,0.02,0,0.02,,warriors of the lost empire,12
8289,Warriors: Legends of Troy,ps3,2011,Action,Tecmo Koei,0.06,0.05,0.07,0.02,0.19,,warriors legends of troy,18
15306,Warship Gunner 2,ps2,2006,Simulation,Tecmo Koei,0.01,0.01,0,0,0.03,,warship gunner 2,
16067,Warship Gunner 2 Portable,psp,2009,Simulation,Tecmo Koei,0,0,0.02,0,0.02,,warship gunner 2 portable,
259,Warzone 2100,ps,1999,Strategy,Eidos Interactive,2.79,1.89,0,0.33,5.01,,warzone 2100,
14337,Watashi no Relaxuma,ds,2007,Simulation,Rocket Company,0,0,0.04,0,0.04,,watashi no relaxuma,
1011,Watch Dogs,ps3,2014,Action,Ubisoft,0.56,0.89,0.1,0.37,1.93,,watch dogs,18
9871,Watch Dogs,wiiu,2014,Action,Ubisoft,0.08,0.05,0,0.01,0.14,,watch dogs,18
8917,Watchmen: The End is Nigh - The Complete Experience,ps3,2009,Action,Warner Bros. Interactive Entertainment,0.08,0.07,0,0.02,0.17,,watchmen the end is nigh the complete experience,
18142,Water Ski,atari7800,1990,,,,,,,0.007,,water ski,
11390,Water Sports,wii,2009,Action,Avanquest,0.05,0.04,0,0.01,0.1,False,water sports,3
14955,Waterworld,virtualboy,1995,,,,,,,0.032,,waterworld,
580,Wave Race 64,n64,1996,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94,,wave race 64,
3669,Wave Race: Blue Storm,gc,2001,Racing,Nintendo,0.4,0.1,0.09,0.02,0.6,,wave race blue storm,
6844,Wave Rally,ps2,2001,Racing,Eidos Interactive,0.13,0.1,0,0.03,0.27,,wave rally,
4199,Way of the Samurai,ps2,2002,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51,,way of the samurai,
5898,Way of the Samurai 2,ps2,2003,Action,Capcom,0.05,0.04,0.23,0.01,0.33,,way of the samurai 2,16
14334,Way of the Samurai 2 Portable,psp,2009,Action,Spike,0,0,0.04,0,0.04,,way of the samurai 2 portable,
4169,Way of the Samurai 3,ps3,2008,Action,Gamebridge,0.18,0.08,0.22,0.04,0.52,,way of the samurai 3,16
8151,Way of the Samurai 4,ps3,2011,Action,Nippon Ichi Software,0,0.03,0.16,0.01,0.2,,way of the samurai 4,18
19647,Way of the Warrior,3do,1994,,,,,,,0.002,,way of the warrior,
4108,Wayne Gretzky's 3D Hockey,n64,1996,Sports,Nintendo,0.49,0.03,0,0,0.53,,wayne gretzky s 3d hockey,
7155,Wayne Gretzky's 3D Hockey '98,n64,1997,Sports,Midway Games,0.23,0.02,0,0,0.25,,wayne gretzky s 3d hockey 98,
13887,Wayne Gretzky's 3D Hockey '98,ps,1997,Sports,GT Interactive,0.03,0.02,0,0,0.05,,wayne gretzky s 3d hockey 98,
4070,We Cheer,wii,2008,Simulation,505 Games,0.48,0,0,0.04,0.53,False,we cheer,3
7011,We Cheer 2,wii,2009,Simulation,Namco Bandai Games,0.24,0,0,0.02,0.26,False,we cheer 2,
8344,We Dance,wii,2011,Misc,Nordic Games,0,0.17,0,0.02,0.19,True,we dance,7
7144,We Love Golf!,wii,2007,Sports,Capcom,0.2,0.01,0.03,0.02,0.25,False,we love golf,3
4171,We Love Katamari,ps2,2005,Puzzle,Electronic Arts,0.26,0.2,0,0.07,0.52,,we love katamari,3
2913,We Sing,wii,2009,Misc,Nordic Games,0,0.69,0,0.09,0.78,False,we sing,12
17834,We Sing 80s,wii,2012,Misc,Nordic Games,0,0.01,0,0,0.01,False,we sing 80s,3
5639,We Sing Deutsche Hits,wii,2011,Misc,Nordic Games,0,0.31,0,0.05,0.36,False,we sing deutsche hits,
4542,We Sing Encore,wii,2010,Misc,Nordic Games,0,0.41,0,0.06,0.47,False,we sing encore,12
6318,We Sing Pop!,wii,2012,Misc,Nordic Games,0.08,0.19,0,0.03,0.3,False,we sing pop,12
7904,We Sing Robbie Williams,wii,2010,Misc,Nordic Games,0,0.19,0,0.03,0.21,False,we sing robbie williams,12
11954,We Sing Rock!,wii,2011,Misc,Nordic Games,0,0.07,0,0.01,0.08,False,we sing rock,12
8716,We Sing UK Hits,wii,2011,Misc,Nordic Games,0,0.16,0,0.02,0.18,False,we sing uk hits,12
1189,We Ski,wii,2008,Sports,Namco Bandai Games,0.99,0.42,0.14,0.15,1.7,False,we ski,
2535,We Ski & Snowboard,wii,2008,Sports,Atari,0.38,0.29,0.15,0.08,0.9,False,we ski and snowboard,
8079,We Wish You A Merry Christmas,wii,2009,Action,Destineer,0.14,0.04,0,0.02,0.2,False,we wish you a merry christmas,3
7829,Wedding Dash,ds,2009,Action,Zoo Games,0.2,0,0,0.01,0.21,,wedding dash,
17761,Wedding Planner: Dream Weddings Guaranteed,ds,2010,Simulation,DTP Entertainment,0,0.01,0,0,0.01,,wedding planner dream weddings guaranteed,
11364,Weiss Schwarz Portable,psp,2011,Strategy,Namco Bandai Games,0,0,0.1,0,0.1,,weiss schwarz portable,
17954,Wendy: Every Witch Way,gbc,2001,,,,,,,0.01,,wendy every witch way,
13394,Western Riding Academy,ds,2010,Simulation,Destineer,0.06,0,0,0,0.06,,western riding academy,
3507,Wet,ps3,2009,Shooter,Bethesda Softworks,0.22,0.27,0.01,0.11,0.63,,wet,18
12175,Wetrix,n64,1998,Puzzle,Ocean,0.06,0.02,0,0,0.08,,wetrix,
12135,Whac-A-Mole,ds,2005,Puzzle,Zoo Digital Publishing,0.07,0,0,0.01,0.08,,whac a mole,
17768,Whac-A-Mole,gba,2005,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01,,whac a mole,
11758,Whacked!,xb,2002,Misc,Microsoft Game Studios,0.07,0.02,0,0,0.09,,whacked,
7413,"What Did I Do to Deserve This, My Lord!? 2",psp,2008,Role-Playing,Nippon Ichi Software,0.05,0,0.18,0.01,0.24,,what did 1 do to deserve this my lord 2,12
7590,What's Cooking? Jamie Oliver,ds,2008,Simulation,Atari,0.2,0.01,0,0.02,0.23,,what s cooking jamie oliver,3
4940,Wheel of Fortune,ds,2010,Misc,THQ,0.41,0,0,0.03,0.43,,wheel of fortune,
19342,Wheel of Fortune,gg,1992,,,,,,,0.002,,wheel of fortune,
7217,Wheel of Fortune,n64,1997,Misc,Take-Two Interactive,0.2,0.05,0,0,0.25,,wheel of fortune,
1750,Wheel of Fortune,ps,1998,Misc,Hasbro Interactive,0.99,0.22,0,0.04,1.26,,wheel of fortune,
2422,Wheel of Fortune,ps2,,Misc,Unknown,0.47,0.36,0,0.12,0.95,,wheel of fortune,
18477,Wheel of Fortune,scd,1994,,,,,,,0.004,,wheel of fortune,
2265,Wheel of Fortune,wii,2010,Misc,THQ,0.89,0.04,0,0.06,1,False,wheel of fortune,3
5125,Wheel of Fortune: 2nd Edition,ps,2000,Misc,Hasbro Interactive,0.23,0.16,0,0.03,0.41,,wheel of fortune 2nd edition,
19341,Where in the World is Carmen Sandiego?,gg,1993,,,,,,,0.002,,where in the world is carmen sandiego,
9756,Where the Wild Things Are,ds,2009,Platform,Warner Bros. Interactive Entertainment,0.13,0,0,0.01,0.14,,where the wild things are,3
10569,Where the Wild Things Are,ps3,2009,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0,0.01,0.11,,where the wild things are,12
10440,Where the Wild Things Are,wii,2009,Platform,Warner Bros. Interactive Entertainment,0.11,0,0,0.01,0.12,False,where the wild things are,12
7644,Where's Waldo? The Fantastic Journey,ds,2009,Adventure,Ubisoft,0.2,0,0,0.02,0.22,,where s waldo the fantastic journey,
8278,Where's Waldo? The Fantastic Journey,wii,2009,Adventure,Ubisoft,0.18,0,0,0.01,0.19,False,where s waldo the fantastic journey,
9942,Whiplash,ps2,2003,Racing,Eidos Interactive,0.06,0.05,0,0.02,0.13,,whiplash,7
13162,Whiplash,xb,2003,Racing,Eidos Interactive,0.04,0.01,0,0,0.06,,whiplash,7
13694,Whirl Tour,gc,2002,Sports,Vivendi Games,0.04,0.01,0,0,0.05,,whirl tour,
7721,Whirl Tour,ps2,2002,Sports,Crave Entertainment,0.11,0.09,0,0.03,0.22,,whirl tour,
