Title,Platform,Rating,Release Year
Tharsis,PC,12,2015
FINAL FANTASY VII,PlayStation 4,12,2015
Tharsis,PlayStation 4,12,2015
Croixleur Sigma,PlayStation Vita,12,2015
Tharsis,Nintendo Wii U,12,2015
Xenoblade Chronicles X,Nintendo Wii U,12,2015
DRAGON QUEST HEROES: The World Tree's Woe and the Blight Below,PC,12,2015
World II: Hunting Boss,Xbox One,12,2015
Trine 3: The Artifacts of Power,PlayStation 4,12,2015
Trine 3: The Artifacts of Power,Xbox One,12,2015
Trine 3: The Artifacts of Power,PC,12,2015
Trine 3: The Artifacts of Power,Nintendo Switch,12,2015
Super Mario 64 DS,Nintendo Wii U,12,2015
Shantae and the Pirate's Curse,PlayStation 4,12,2015
Shantae and the Pirate's Curse,Xbox One,12,2015
Minecraft: Story Mode - A Block and a Hard Place,PlayStation 4,12,2015
Minecraft: Story Mode - A Block and a Hard Place,Playstation 3,12,2015
Minecraft: Story Mode - A Block and a Hard Place,XBox 360,12,2015
Minecraft: Story Mode - A Block and a Hard Place,Xbox One,12,2015
101 Ways To Die,Xbox One,12,2016
101 Ways To Die,PlayStation 4,12,2016
Clockwork Tales: Of Glass and Ink,Xbox One,12,2016
G Prime,Xbox One,12,2016
Pony Island,PC,12,2016
Devil Survivor 2: Record Breaker,Nintendo 3DS,12,2015
Etrian Odyssey 2 Untold: The Fafnir Knight,Nintendo 3DS,12,2015
Psychonauts,PlayStation 4,12,2015
Full Mojo Rampage,Xbox One,12,2016
The Legend of Heroes: Trails in the Sky Second Chapter,Sony PSP - PSP GO,12,2015
Tiny Troopers Joint Ops,Xbox One,12,2015
Top Secret Finders,PC,12,2016
Oxenfree,PC,12,2016
Full Mojo Rampage,PlayStation 4,12,2016
Crypt of the NecroDancer,PlayStation 4,12,2016
Oxenfree,Xbox One,12,2016
Crypt of the NecroDancer,PlayStation Vita,12,2016
Nitroplus Blasterz:Heroines Infinite Duel,PlayStation 4,12,2016
Nitroplus Blasterz:Heroines Infinite Duel,Playstation 3,12,2016
101 Ways To Die,PC,12,2016
Ironcast,PlayStation 4,12,2016
Atelier Escha and Logy Plus: Alchemists of the Dusk Sky,PlayStation Vita,12,2016
Minecraft: Story Mode - A Block and a Hard Place,Nintendo Wii U,12,2016
Minecraft: Story Mode - The Last Place You Look,Nintendo Wii U,12,2016
Minecraft: Story Mode - Assembly Required,Nintendo Wii U,12,2016
Minecraft Story Mode: The Order of the Stone,Nintendo Wii U,12,2016
Attractio,PC,12,2016
Attractio,PlayStation 4,12,2016
Attractio,PlayStation Vita,12,2016
Arc The Lad: Twilight of the Spirits,PlayStation 4,12,2016
Siralim,PlayStation 4,12,2016
Siralim,PlayStation Vita,12,2016
Rocketbirds 2 Evolution,PlayStation 4,12,2016
Rocketbirds 2 Evolution,PlayStation Vita,12,2016
The Legend of Legacy,Nintendo 3DS,12,2016
Zombie Vikings: Ragnarök Edition,PlayStation 4,12,2016
DIGIMON STORY CYBER SLEUTH,PlayStation 4,12,2016
DIGIMON STORY CYBER SLEUTH,PlayStation Vita,12,2016
Naruto Shippuden: Ultimate Ninja Storm 4,PlayStation 4,12,2016
Naruto Shippuden: Ultimate Ninja Storm 4,Xbox One,12,2016
Witches Legacy: Drohende Finsternis,PC,12,2016
FullBlast,Xbox One,12,2016
Stories: The Path of Destinies,PlayStation 4,12,2016
SUPERHOT,PC,12,2016
Return to PopoloCrois: A STORY OF SEASONS Fairytale,Nintendo 3DS,12,2016
Amaranthine Voyage: Das Obsidianbuch,PC,12,2016
Total War: Medieval Complete Edition,,12,2016
Arcade Archives THE LEGEND OF KAGE,PlayStation 4,12,2016
Street Fighter V,PlayStation 4,12,2016
Total War: Rome Complete Edition,,12,2016
Shantae: Risky's Revenge - Director's Cut,Nintendo Wii U,12,2016
Street Fighter V,PC,12,2016
Pokémon Red Version,Nintendo 3DS,12,2016
The Legend of Heroes: Trails of Cold Steel,Playstation 3,12,2016
Ziggurat,PlayStation 4,12,2016
Pokémon Blue Version,Nintendo 3DS,12,2016
The Legend of Heroes: Trails of Cold Steel,PlayStation Vita,12,2016
Cast of the Seven Godsends - Redux,Xbox One,12,2016
Project X Zone 2,Nintendo 3DS,12,2016
Pokémon Yellow Version,Nintendo 3DS,12,2016
Cast of the Seven Godsends - Redux,PlayStation 4,12,2016
Ziggurat,Xbox One,12,2016
Pokemon Red Bundle,,12,2016
Ziggurat,PC,12,2016
Pokemon Blue Bundle,,12,2016
SMITE,PlayStation 4,12,2016
Pokemon Yellow Bundle,,12,2016
Dark Chronicle,PlayStation 4,12,2016
Bravely Second: End Layer,Nintendo 3DS,12,2016
Arcade Archives DOUBLE DRAGON II The Revenge,PlayStation 4,12,2016
Samurai Warriors 4 Empires,Playstation 3,12,2016
Samurai Warriors 4 Empires,PlayStation Vita,12,2016
Riddles of Fate: Memento Mori,PC,12,2016
Kholat,PlayStation 4,12,2016
The Legend of Zelda: Twilight Princess HD,Nintendo Wii U,12,2016
Goat Simulator: The Bundle,Xbox One,12,2016
BETTER LATE THAN DEAD,PC,12,2016
Rainbow Moon,PlayStation 4,12,2016
Square Heroes,PlayStation 4,12,2016
Kitten Squad,PlayStation 4,12,2016
Villagers,PC,12,2016
Deponia Doomsday,PC,12,2016
Anima: Gate of memories,Xbox One,12,2016
Hyper Light Drifter,PlayStation 4,12,2016
Hyper Light Drifter,PC,12,2016
Obscuritas,PC,12,2016
Hyrule Warriors: Legends,Nintendo 3DS,12,2016
Need For Speed,PC,12,2016
Okage: Shadow King,PlayStation 4,12,2016
Luckslinger,PlayStation 4,12,2016
Battle Ages,Xbox One,12,2016
Unepic,PlayStation 4,12,2016
Battle Ages,PlayStation 4,12,2016
Sheltered,PlayStation 4,12,2016
Gravity Rush Remastered,PlayStation 4,12,2016
Minecraft: Story Mode - Order Up,Playstation 3,12,2016
Sheltered,Xbox One,12,2016
Sheltered,PC,12,2016
Anima: Gate of memories,PlayStation 4,12,2016
Anima: Gate of memories,PC,12,2016
Anima: Gate of memories,Nintendo Switch,12,2016
Minecraft: Story Mode - Order Up,XBox 360,12,2016
Stella Glow,Nintendo 3DS,12,2016
Minecraft: Story Mode - Order Up,Xbox One,12,2016
Samurai Warriors 4 Empires,PlayStation 4,12,2016
Battlefleet Gothic: Armada,PC,12,2016
Suburban Mysteries - The Labyrinth of the Past,PC,12,2016
EVE: Gunjack,PC,12,2016
Hyper Light Drifter,Xbox One,12,2016
Eventide: Slavic Fable Collector's Edition,PC,12,2016
EVE: Valkyrie,PC,12,2016
Enigmatis: The Ghosts of Maple Creek,Xbox One,12,2016
FINAL FANTASY IX,PC,12,2016
Cosmic League,PC,12,2016
Beyond: Am Anfang war das Licht,PC,12,2016
Nights of Azure,PlayStation 4,12,2016
Mystery Chronicle: One Way Heroics,PlayStation 4,12,2016
Mystery Chronicle: One Way Heroics,PlayStation Vita,12,2016
Pirates: Treasure Hunters,PlayStation 4,12,2016
Ray Gigant,PlayStation Vita,12,2016
Severed,PlayStation Vita,12,2016
Minecraft: Story Mode - Order Up,PlayStation 4,12,2016
Mighty No. 9,PC,12,2016
Mighty No. 9,Xbox One,12,2016
Mighty No. 9,XBox 360,12,2016
Mighty No. 9,PlayStation 4,12,2016
Battle Worlds: Kronos,PC,12,2016
Mighty No. 9,Playstation 3,12,2016
SUPERHOT,Xbox One,12,2016
THE LAST BLADE 2,PlayStation Vita,12,2016
Mighty No. 9,PlayStation Vita,12,2016
FINAL FANTASY III / FINAL FANTASY IV Double Pack Edition,,12,2016
Foul Play,PlayStation Vita,12,2016
Mighty No. 9,Nintendo Wii U,12,2016
My Night Job,PC,12,2016
Strike Vector EX,PlayStation 4,12,2016
Mighty No. 9,Nintendo 3DS,12,2016
My Night Job,PlayStation 4,12,2016
Caladrius Blaze,PlayStation 4,12,2016
Assault Suit Leynos,PlayStation 4,12,2016
Haunted Legends: Dunkle Wünsche,PC,12,2016
Strike Vector EX,Xbox One,12,2016
Thea: The Awakening,PC,12,2016
Masquerade: Baubles of Doom,XBox 360,12,2016
MegaTagmension Blanc + Neptune VS Zombies,PlayStation Vita,12,2016
Masquerade: Baubles of Doom,Xbox One,12,2016
Masquerade: Baubles of Doom,Playstation 3,12,2016
Dreadnought,PC,12,2016
Masquerade: Baubles of Doom,PlayStation 4,12,2016
Phantasmat: Die endlose Nacht,PC,12,2016
Battle Worlds: Kronos,PlayStation 4,12,2016
Battle Worlds: Kronos,Xbox One,12,2016
LASTFIGHT,PlayStation 4,12,2016
LASTFIGHT,PC,12,2016
Life Goes On: Done to Death,PlayStation 4,12,2016
World of Warcraft V6.0,,12,2016
FINAL FANTASY X/X-2 HD Remaster,PC,12,2016
The Book of Unwritten Tales 2,Nintendo Wii U,12,2016
Mighty Switch Force!™ Hyper Drive Edition,PlayStation 4,12,2016
Mighty Switch Force!™ Hyper Drive Edition,Xbox One,12,2016
THE LAST BLADE 2,PlayStation 4,12,2016
Foul Play,PlayStation 4,12,2016
Daydreamer: Awakened Edition,PlayStation 4,12,2016
Champions of Anteria,PC,12,2016
Ninja Pizza Girl,Xbox One,12,2016
SHOPPE KEEP,PC,12,2016
Ninja Pizza Girl,PlayStation 4,12,2016
Overwatch,PC,12,2016
Daydreamer: Awakened Edition,Xbox One,12,2016
Overwatch,PlayStation 4,12,2016
RETSNOM,PlayStation 4,12,2016
Overwatch,Xbox One,12,2016
THE KING OF FIGHTERS 2000,PlayStation 4,12,2016
Fire Emblem Fates: Limited Edition,Nintendo 3DS,12,2016
Minecraft Story Mode: A Portal To Mystery,PlayStation 4,12,2016
Soul Axiom,Xbox One,12,2016
Jotun: Valhalla Edition,PlayStation 4,12,2016
Fire Emblem Fates: Birthright,Nintendo 3DS,12,2016
Fire Emblem Fates: Conquest,Nintendo 3DS,12,2016
Vairon's Wrath,PC,12,2016
RWBY: Grimm Eclipse,PC,12,2016
Grim Legends: The Forsaken Bride,Xbox One,12,2016
Jotun: Valhalla Edition,Xbox One,12,2016
Kung-Fu for Kinect,Xbox One,12,2016
Duskers,PC,12,2016
Minecraft Story Mode: A Portal To Mystery,XBox 360,12,2016
Yomawari: Night Alone,PlayStation Vita,12,2016
Yomawari: Night Alone,Nintendo Switch,12,2016
JoJo's Bizarre Adventure: Eyes of Heaven,PlayStation 4,12,2016
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PlayStation 4,12,2016
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Xbox One,12,2016
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Playstation 3,12,2016
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XBox 360,12,2016
Among the Sleep,PC,12,2016
Ghostbusters,PlayStation 4,12,2016
Ghostbusters,Xbox One,12,2016
Ghostbusters,PC,12,2016
Dark Parables: Märchenbuch-Edition,,12,2016
Headlander,PlayStation 4,12,2016
MOBILE SUIT GUNDAM EXTREME VS-FORCE,PlayStation Vita,12,2016
Necropolis,PC,12,2016
A.W.: Phoenix Festa,PlayStation Vita,12,2016
NECROPOLIS: BRUTAL EDITION,PC,12,2016
Wanderjahr,PlayStation Vita,12,2016
Nightmares from the Deep: The Cursed Heart,PlayStation 4,12,2016
Maldita Castilla EX,Xbox One,12,2016
The Assembly,PC,12,2016
Marvel: Ultimate Alliance,PlayStation 4,12,2016
Lifeless Planet: Premier Edition,PlayStation 4,12,2016
Alone With You,PlayStation 4,12,2016
Alone With You,PlayStation Vita,12,2016
Monster Hunter Generations,Nintendo 3DS,12,2016
Among the Sleep,PlayStation 4,12,2016
Claire,PlayStation 4,12,2016
Minecraft Story Mode: Access Denied,Xbox One,12,2016
Earthlock: Festival of Magic,Xbox One,12,2016
Minecraft Story Mode: Access Denied,XBox 360,12,2016
Fallout Shelter,PC,12,2016
Fallout Shelter,PlayStation 4,12,2016
Minecraft Story Mode: Access Denied,Playstation 3,12,2016
Livelock,PC,12,2016
Minecraft Story Mode: Access Denied,PlayStation 4,12,2016
Livelock,PlayStation 4,12,2016
Black & White Bushido,PlayStation 4,12,2016
Livelock,Xbox One,12,2016
Claire,Xbox One,12,2016
Shiren The Wanderer: The Tower of Fortune and the Dice of Fate,PlayStation Vita,12,2016
Claire,PlayStation Vita,12,2016
Obduction,PC,12,2016
Doodle God: Ultimate Edition,Xbox One,12,2016
Dungeon Punks,Xbox One,12,2016
Warlocks vs Shadows,Xbox One,12,2016
Dungeon Punks,PlayStation 4,12,2016
Black & White Bushido,Xbox One,12,2016
Worms W.M.D,Xbox One,12,2016
Worms W.M.D,PlayStation 4,12,2016
Don't Starve: Shipwrecked Console Edition,PlayStation Vita,12,2016
Don't Starve Together: Console Edition,PlayStation 4,12,2016
Dungeon Punks,PlayStation Vita,12,2016
Grim Tales: Zu Unrecht Verdächtigt,PC,12,2016
Zombie Vikings,Xbox One,12,2016
Necropolis,PlayStation 4,12,2016
Happy Dungeons,Xbox One,12,2016
Wild Arms 3,PlayStation 4,12,2016
The King of Fighters XIV,PlayStation 4,12,2016
GOD EATER™2 RAGE BURST,PC,12,2016
Worlds of Magic – Planar Conquest,PlayStation 4,12,2016
Hatsune Miku: Project DIVA X,PlayStation 4,12,2016
Worlds of Magic – Planar Conquest,Xbox One,12,2016
Punch Club,PlayStation 4,12,2016
Minecraft: Story Mode - The Complete Adventure,Xbox One,12,2016
METAL SLUG ANTHOLOGY,PlayStation 4,12,2016
Punch Club,Xbox One,12,2016
The Tomorrow Children,PlayStation 4,12,2016
ReCore,Xbox One,12,2016
Valley,Xbox One,12,2016
Police Tactics: Imperio,PC,12,2016
Don't Starve: Shipwrecked Console Edition,PlayStation 4,12,2016
The Final Station,Xbox One,12,2016
Necropolis,Xbox One,12,2016
SPACE HULK,PlayStation 4,12,2016
The Final Station,PlayStation 4,12,2016
Destroy All Humans,PlayStation 4,12,2016
Don't Starve: Shipwrecked Console Edition,Xbox One,12,2016
Hatsune Miku: Project DIVA X,PlayStation Vita,12,2016
Dead Synchronicity: Tomorrow Comes Today,PlayStation 4,12,2016
Seraph,PlayStation 4,12,2016
Worms W.M.D,PC,12,2016
Worms W.M.D,Nintendo Switch,12,2016
World of Warcraft: Legion,PC,12,2016
Metroid Prime: Federation Force,Nintendo 3DS,12,2016
ReCore,PC,12,2016
Touhou Genso Rondo: Bullet Ballet,PlayStation 4,12,2016
Stories of Bethem: Full Moon,Xbox One,12,2016
Axiom Verge,Xbox One,12,2016
NHL 17,Xbox One,12,2016
RIVE,PlayStation 4,12,2016
Minecraft: Story Mode A Journey's End,PlayStation 4,12,2016
Minecraft: Story Mode A Journey's End,Playstation 3,12,2016
Minecraft: Story Mode A Journey's End,Xbox One,12,2016
Minecraft: Story Mode A Journey's End,XBox 360,12,2016
MeiQ: Labyrinth of Death,PlayStation Vita,12,2016
Minecraft: Story Mode - The Complete Adventure,PlayStation 4,12,2016
Minecraft: Story Mode - The Complete Adventure,Playstation 3,12,2016
Minecraft: Story Mode - The Complete Adventure,XBox 360,12,2016
LASTFIGHT,Xbox One,12,2016
Cossacks 3,PC,12,2016
A Bastard's Tale,PlayStation 4,12,2016
DRAGON QUEST VII: Fragments of the Forgotten Past,Nintendo 3DS,12,2016
PSYCHO-PASS: Mandatory Happiness,PlayStation 4,12,2016
PSYCHO-PASS: Mandatory Happiness,PlayStation Vita,12,2016
Blackwood Crossing,PlayStation 4,12,2016
Blackwood Crossing,Xbox One,12,2016
Hybrid Wars,PC,12,2016
NHL 17,PlayStation 4,12,2016
Root Letter,PlayStation 4,12,2016
Root Letter,PlayStation Vita,12,2016
Dark Tales: Edgar Allan Poes Das verräterische Herz,PC,12,2016
Atlas Reactor,PC,12,2016
Air Conflicts Secret Wars,PlayStation 4,12,2016
Touhou: Scarlet Curiosity,PlayStation 4,12,2016
Legaia 2,PlayStation 4,12,2016
YOMAWARI: NIGHT ALONE / HTOLNIQ: THE FIREFLY DIARY,,12,2016
Shantae and the Pirate's Curse,Nintendo 3DS,12,2016
Azure Striker Gunvolt: Striker Pack,Nintendo 3DS,12,2016
Shaq-Fu: A Legend Reborn,Nintendo Switch,12,2016
Earth's Dawn,PlayStation 4,12,2016
Earth's Dawn,Xbox One,12,2016
Eventide: Slavic Fable,Xbox One,12,2016
Virginia,PlayStation 4,12,2016
Virginia,Xbox One,12,2016
Virginia,PC,12,2016
Mystery Trackers: Der Horror von Nightsville,PC,12,2016
Wheels of Aurelia,PlayStation 4,12,2016
Wheels of Aurelia,Xbox One,12,2016
World War Toons,PlayStation 4,12,2016
EVE: Valkyrie,PlayStation 4,12,2016
Headmaster,PlayStation 4,12,2016
EVE: Gunjack,PlayStation 4,12,2016
The Assembly,PlayStation 4,12,2016
Dear Esther: Landmark Edition,PlayStation 4,12,2016
EVE: Valkyrie,PlayStation 4,12,2016
Warhammer Quest,PlayStation 4,12,2016
Warhammer Quest,Xbox One,12,2016
100ft Robot Golf,PlayStation 4,12,2016
The Voice of Germany - I want you,Nintendo Wii,12,2016
"The Voice, la plus belle voix",PlayStation 4,12,2016
"The Voice, la plus belle voix",Xbox One,12,2016
"The Voice, la plus belle voix",Nintendo Wii,12,2016
La Voz - Quiero tu voz,PlayStation 4,12,2016
La Voz - Quiero tu voz,Xbox One,12,2016
La Voz - Quiero tu voz,Nintendo Wii,12,2016
Emily Wants to Play,PlayStation 4,12,2016
Emily Wants to Play,Xbox One,12,2016
Let's Sing 9 - Versión Española,Nintendo Wii,12,2016
Dear Esther: Landmark Edition,Xbox One,12,2016
Let's Sing 2017 mit deutschen Hits,Nintendo Wii,12,2016
Let's Sing 2017 Hits Français & Internationaux,PlayStation 4,12,2016
Let's Sing 2017 Hits Français & Internationaux,Nintendo Wii,12,2016
Let's Sing 2017 Hits Français & Internationaux,Xbox One,12,2016
The Voice,PlayStation 4,12,2016
The Voice,Xbox One,12,2016
The Voice,Nintendo Wii,12,2016
The Voice of Germany - I want you,PlayStation 4,12,2016
The Voice of Germany - I want you,Xbox One,12,2016
Battle Islands: Commanders,Xbox One,12,2016
The Jackbox Party Pack 3,PlayStation 4,12,2016
Marvel Pinball: Epic Collection Vol I,PlayStation 4,12,2016
Headlander,Xbox One,12,2016
Atari Flashback Classics Vol. 2,Xbox One,12,2016
Marvel Pinball: Epic Collection Vol I,Xbox One,12,2016
Exist Archive: The Other Side of the Sky,PlayStation 4,12,2016
Let's Sing 9 - Versión Española,PlayStation 4,12,2016
Exist Archive: The Other Side of the Sky,PlayStation Vita,12,2016
Let's Sing 2017 mit deutschen Hits,PlayStation 4,12,2016
The Jackbox Party Pack 3,Xbox One,12,2016
Now That's What I Call Sing 2,PlayStation 4,12,2016
Rock Band Rivals,Xbox One,12,2016
Now That's What I Call Sing 2,Xbox One,12,2016
Let's Sing 2017,Nintendo Wii,12,2016
Rock Band Rivals,PlayStation 4,12,2016
Wailing Heights,PlayStation 4,12,2016
Minecraft: Story Mode - The Complete Adventure,PC,12,2016
Minecraft: Story Mode - The Complete Adventure,Nintendo Wii U,12,2016
Battle Islands: Commanders,PlayStation 4,12,2016
DRAGON BALL XENOVERSE 2,PC,12,2016
ACA NEOGEO THE KING OF FIGHTERS '94,PlayStation 4,12,2016
Superdimension Neptune VS Sega Hard Girls,PlayStation Vita,12,2016
Tokyo Twilight Ghost Hunters: Daybreak Special Gigs,PlayStation 4,12,2016
Tokyo Twilight Ghost Hunters: Daybreak Special Gigs,Playstation 3,12,2016
ACA NEOGEO METAL SLUG,PlayStation 4,12,2016
Tokyo Twilight Ghost Hunters: Daybreak Special Gigs,PlayStation Vita,12,2016
Sid Meier's Civilization VI,PC,12,2016
The Sims 4 City Living,PC,12,2016
Sky Break,PC,12,2016
Wanted Corp.,PlayStation Vita,12,2016
Hatsune Miku: VR Future Live,PlayStation 4,12,2016
Atari Flashback Classics Vol. 2,PlayStation 4,12,2016
Titan Quest Anniversary Edition,,12,2016
WORLD OF FINAL FANTASY,PlayStation 4,12,2016
WORLD OF FINAL FANTASY,PlayStation Vita,12,2016
The Last Guardian™,PlayStation 4,12,2016
Enigmatis 2: The Mists of Ravenwood,Xbox One,12,2016
DRAGON BALL XENOVERSE 2,PlayStation 4,12,2016
DRAGON BALL XENOVERSE 2,Xbox One,12,2016
Motorsport Manager™,PC,12,2016
ACA NEOGEO SAMURAI SHODOWN,PlayStation 4,12,2016
Beholder,PC,12,2016
SWORD ART ONLINE: HOLLOW REALIZATION,PlayStation 4,12,2016
SWORD ART ONLINE: HOLLOW REALIZATION,PlayStation Vita,12,2016
RWBY: Grimm Eclipse,PlayStation 4,12,2016
RWBY: Grimm Eclipse,Xbox One,12,2016
BlazBlue: Central Fiction,PlayStation 4,12,2016
BlazBlue: Central Fiction,Playstation 3,12,2016
Call of Duty Infinite Warfare PlayStation VR Jackal Experience,PlayStation 4,12,2016
Shantae: Half-Genie Hero,Nintendo Wii U,12,2016
Silence,PC,12,2016
Silence,PlayStation 4,12,2016
Silence,Xbox One,12,2016
Time Machine VR,PlayStation 4,12,2016
Shantae: Half-Genie Hero,PlayStation 4,12,2016
Shantae: Half-Genie Hero,Xbox One,12,2016
Shantae: Half-Genie Hero,PlayStation Vita,12,2016
The Legend of Heroes: Trails of Cold Steel II,Playstation 3,12,2016
The Legend of Heroes: Trails of Cold Steel II,PlayStation Vita,12,2016
Atari Flashback Classics Vol. 1,Xbox One,12,2016
Barrow Hill The Dark Path,PC,12,2016
Anoxemia,PlayStation 4,12,2016
Anoxemia,Xbox One,12,2016
We Sing,PlayStation 4,12,2016
SAMURAI SHODOWN VI,PlayStation 4,12,2016
Bombing Bastards,Xbox One,12,2016
Gigantic,Xbox One,12,2016
Dark Dimensions Bundle,,12,2016
GAROU MARK OF THE WOLVES,PlayStation 4,12,2016
Fate/EXTELLA: The Umbral Star,PlayStation 4,12,2016
Fate/EXTELLA: The Umbral Star,PlayStation Vita,12,2016
GAROU MARK OF THE WOLVES,PlayStation Vita,12,2016
Demetrios - The BIG Cynical Adventure,PlayStation Vita,12,2016
FU'UN SUPER COMBO,PlayStation 4,12,2016
7th Dragon III Code: VFD,Nintendo 3DS,12,2016
Shin Megami Tensei IV: Apocalypse,Nintendo 3DS,12,2016
STEEP,Xbox One,12,2016
STEEP,PlayStation 4,12,2016
STEEP,PC,12,2016
ACA NEOGEO FATAL FURY,PlayStation 4,12,2017
Das Geheimnis des Berghotels,PC,12,2016
Ultimate Marvel VS Capcom 3,PlayStation 4,12,2016
Ultimate Marvel VS Capcom 3,Xbox One,12,2016
Ultimate Marvel VS Capcom 3,PC,12,2016
Saban's Mighty Morphin Power Rangers: Mega Battle,PlayStation 4,12,2016
Saban's Mighty Morphin Power Rangers: Mega Battle,Xbox One,12,2016
Saban's Mighty Morphin Power Rangers: Mega Battle,PC,12,2016
ACA NEOGEO METAL SLUG,Xbox One,12,2016
ACA NEOGEO WORLD HEROES,Xbox One,12,2016
ACA NEOGEO WORLD HEROES,PlayStation 4,12,2016
Kitty Powers' Matchmaker,PlayStation 4,12,2016
Kitty Powers' Matchmaker,Xbox One,12,2016
We Are the Dwarves,Xbox One,12,2016
Bastion,Xbox One,12,2016
We Are the Dwarves,PlayStation 4,12,2016
We Are the Dwarves,PC,12,2016
Westerado: Double Barreled,Xbox One,12,2016
Planetbase,Xbox One,12,2016
Gigantic,PC,12,2016
Malicious Fallen,PlayStation 4,12,2017
Blackhole: Complete Edition,PlayStation 4,12,2017
Knee Deep,PlayStation 4,12,2017
Blackhole: Complete Edition,Xbox One,12,2017
Knee Deep,Xbox One,12,2017
KINGDOM HEARTS HD 2.8 FINAL CHAPTER PROLOGUE,PlayStation 4,12,2017
Double Dragon 4,PlayStation 4,12,2017
Enigmatis: The Ghosts of Maple Creek,PlayStation 4,12,2017
3on3 FreeStyle,PlayStation 4,12,2017
DRAGON QUEST VIII: Journey of the Cursed King,Nintendo 3DS,12,2017
Thea: The Awakening,Xbox One,12,2017
Atelier Shallie Plus: Alchemists of the Dusk Sea,PlayStation Vita,12,2017
Earthlock: Festival of Magic,PlayStation 4,12,2017
"Warhammer 40,000: Deathwatch",PlayStation 4,12,2017
Earthlock: Festival of Magic,Xbox One,12,2017
Might & Magic Showdown,PC,12,2017
Earthlock: Festival of Magic,PC,12,2017
Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,PC,12,2017
Gravity Rush 2,PlayStation 4,12,2017
Lethal League,PlayStation 4,12,2017
Lethal League,Xbox One,12,2017
Master X Master (MXM),PC,12,2017
DYNASTY WARRIORS: Godseekers,PlayStation 4,12,2017
DYNASTY WARRIORS: Godseekers,PlayStation Vita,12,2017
CYBER DANGANRONPA VR THE CLASS TRIAL,PlayStation 4,12,2017
Skyforge,PlayStation 4,12,2017
Alter Echo,PlayStation 4,12,2017
Summoner,PlayStation 4,12,2017
Panzer Elite Action - Fields of Glory,PlayStation 4,12,2017
Narcosis,Xbox One,12,2017
Narcosis,PlayStation 4,12,2017
ACA NEOGEO NAM-1975,PlayStation 4,12,2017
ACA NEOGEO NAM-1975,Xbox One,12,2017
ACA NEOGEO THE KING OF FIGHTERS '94,Xbox One,12,2017
Touhou Genso Wanderer,PlayStation Vita,12,2017
Games of Glory,PlayStation 4,12,2017
Atelier Sophie: the Alchemist of the Mysterious Book,PC,12,2017
Nights of Azure,PC,12,2017
Mobius Final Fantasy,PC,12,2017
Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,PlayStation 4,12,2017
Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,Xbox One,12,2017
Stern Pinball Arcade,Xbox One,12,2017
Paragon Beta,PC,12,2017
Unearthed Inc: The Lost Temple,PlayStation 4,12,2017
Dark Rose Valkyrie,PlayStation 4,12,2017
Paragon Beta,PlayStation 4,12,2017
Ys Origin,PlayStation 4,12,2017
Knights of Valour,PlayStation 4,12,2017
Motorsport Manager™ - GT Series,PC,12,2017
Blackwood Crossing,PC,12,2017
ACA NEOGEO SENGOKU,PlayStation 4,12,2017
ACA NEOGEO SENGOKU,Xbox One,12,2017
DRAGON BALL FUSIONS,Nintendo 3DS,12,2017
ACA NEOGEO THE KING OF FIGHTERS '98,Nintendo Switch,12,2017
Darknet,PlayStation 4,12,2017
ACA NEOGEO WAKU WAKU 7,Nintendo Switch,12,2017
Holy Potatoes! We’re in Space?!,PC,12,2017
ACA NEOGEO METAL SLUG 3,Nintendo Switch,12,2017
The Sexy Brutale,PlayStation 4,12,2017
Goliath,Xbox One,12,2017
The Sexy Brutale,Xbox One,12,2017
Dying Reborn,Xbox One,12,2017
The Sexy Brutale,PC,12,2017
Wailing Heights,Xbox One,12,2017
Crypt of the NecroDancer,Xbox One,12,2017
Grim Legends: The Forsaken Bride,PlayStation 4,12,2017
Take On Mars,PC,12,2017
Touhou Genso Wanderer,PlayStation 4,12,2017
Chaos Code - New Sign of Catastrophe -,PlayStation 4,12,2017
Stern Pinball Arcade,PlayStation 4,12,2017
FATAL FURY BATTLE ARCHIVES VOL.2,PlayStation 4,12,2017
Syberia 3,PC,12,2017
Syberia 3,Xbox One,12,2017
Akiba's Beat,PlayStation 4,12,2017
Akiba's Beat,PlayStation Vita,12,2017
Atelier Firis: The Alchemist and the Mysterious Journey,PlayStation 4,12,2017
Atelier Firis: The Alchemist and the Mysterious Journey,PlayStation Vita,12,2017
Atelier Firis: The Alchemist and the Mysterious Journey,PC,12,2017
Mystery Trackers: Übernatürliche Phänomene,,12,2017
The Legend of Zelda: Breath of the Wild,Nintendo Wii U,12,2017
The Legend of Zelda: Breath of the Wild,Nintendo Switch,12,2017
KINGDOM HEARTS HD 1.5 ReMIX,PlayStation 4,12,2017
KINGDOM HEARTS HD 2.5 ReMIX,PlayStation 4,12,2017
KINGDOM HEARTS HD 1.5+2.5 ReMIX,,12,2017
FlatOut 4 - Total Insanity,PlayStation 4,12,2017
GOD WARS Future Past,PlayStation Vita,12,2017
